"ZPID","Zestimate","Year Built","Last Sold Date","Last Sold Price","Floors","Basement","Bathrooms","Bedrooms","Finished SQFT","Lot Size SQFT","Home Type","Roof","View","Parking","Heating Sources","Heating System"
"123727605",1629653,"2017","05/18/2018","1774000","2","Finished","3.0","2","2488","1463","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"123726573",2225358,"2017","05/30/2017","1925000","3","Finished","2.5","2","2120","1841","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48771031",1127153,"2017","01/30/2018","1080000","2","Partially finished","2.0","3","1649","1781","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48919974",2094926,"2006","07/17/2017","1800000","2","Finished","4.0","5","3800","4360","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48771308",1247177,"1918","04/19/2018","1236000","2","Finished","1.75","3","2060","3300","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"247769108",1200483,"2017","11/17/2017","1125000","2","Finished","2.5","2","1710","1441","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"247769150",1200322,"2017","10/18/2017","1080000","3","Finished","2.5","2","1710","1441","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"247769151",1355816,"2017","09/25/2017","1240000","3","Finished","2.0","2","1640","1395","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"123516603",2605799,"2017","11/14/2017","2400000","2","Finished","5.0","4","3064","1854","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"122183383",964986,"2014","11/14/2017","888000","2","Partially finished","2.0","3","1443","500","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"84758770",1044518,"2008","11/27/2017","968000","4","Finished","3.0","3","1840","1973","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"2091361165",969862,"2017","02/28/2018","939950","2","Finished","2.0","3","1503","871","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"66651470",984452,"2005","01/24/2018","929900","3","Finished","3.0","3","1778","1742","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"49137966",1977121,"1909","09/22/2017","1690000","2","Finished","4.0","5","4250","5401","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"49137976",1247718,"1924","08/04/2017","1100000","2","Partially finished","2.0","3","2120","4000","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48938753",1357923,"1926","11/20/2017","1250000","4","Finished","2.0","3","2340","3689","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48785528",856431,"1906","01/10/2018","805000","2","Finished","2.0","3","1290","3920","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"84758770",1044518,"2008","11/27/2017","968000","2","Finished","3.0","3","1840","1973","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"49137962",2609889,"1912","04/20/2018","2575000","3","Finished","4.0","4","4260","5401","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48766448",1322540,"1904","07/12/2017","1160000","2","Finished","2.5","4","3140","5000","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48766445",1838037,"1941","08/18/2017","1572500","2","Partially finished","3.1","5","4050","6098","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48785538",1931440,"1925","03/09/2018","1810000","4","Finished","3.75","3","3360","8000","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48785431",1328146,"1919","07/31/2017","1100000","2","Finished","4.0","6","3200","4000","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48785404",1452982,"1913","12/15/2017","1349000","2","Finished","3.0","3","2500","4791","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"247762780",1027298,"2017","12/22/2017","900000","2","Finished","2.5","2","1680","1330","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48835079",956512,"1911","09/06/2017","850000","3","Finished","2.0","3","2280","2600","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"247767469",1047277,"2017","10/20/2017","915000","3","Finished","2.5","2","1680","1374","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48953607",1104514,"1918","07/07/2017","975000","2","Finished","3.0","3","2250","4000","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48953435",1059312,"1910","08/11/2017","947000","2","Partially finished","2.0","4","1980","4000","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48953569",982790,"1949","08/23/2017","885000","4","Finished","2.0","3","1640","3998","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48780991",1281871,"1910","10/11/2017","1091000","2","Finished","2.0","4","2600","3920","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48690025",920145,"1913","12/01/2017","850000","2","Finished","1.0","4","1860","3600","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48690189",1253303,"1907","12/13/2017","1150000","2","Finished","3.0","4","2160","3402","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48690180",1081551,"2007","07/28/2017","1000000","3","Finished","3.1","3","1840","1742","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48690173",2824288,"2017","04/04/2018","2776000","3","Finished","4.0","5","4000","5998","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48689845",984203,"1901","08/18/2017","860000","2","Finished","2.0","3","2080","3000","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48689886",1104060,"1919","11/29/2017","1010000","2","Finished","1.0","4","1590","3049","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48689958",1056742,"1904","06/28/2017","940000","2","Finished","2.0","3","1190","3600","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48749412",1819723,"1923","07/17/2017","1615000","2","Finished","2.0","4","2800","3900","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"49014832",1964292,"1907","08/10/2017","1741000","4","Finished","3.1","5","3630","6098","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48768916",995081,"1909","10/20/2017","900000","2","Finished","2.0","3","2050","5000","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48795560",1337204,"1913","07/14/2017","1230000","2","Finished","2.1","4","2090","2613","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48963715",897430,"1900","04/26/2018","1020000","2","Finished","2.0","2","1300","1591","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48963686",1144882,"1918","04/13/2018","1110000","2","Partially finished","3.0","4","2290","2561","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48963670",1203359,"1997","09/07/2017","1091000","4","Finished","3.0","2","2330","1742","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48757708",791068,"1949","12/07/2017","735000","2","Finished","3.0","5","2210","7405","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48963728",972739,"2008","11/03/2017","890000","3","Finished","2.25","3","1790","1525","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48689886",1104060,"1919","11/29/2017","1010000","3","Finished","1.0","4","1590","3049","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"84757213",707027,"2008","05/18/2018","660000","2","Finished","2.0","2","840","932","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48930656",624864,"1910","12/26/2017","585000","2","Partially finished","1.0","2","910","2178","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48930654",677799,"1910","12/29/2017","635000","4","Finished","1.0","2","880","1742","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48953619",1021829,"1909","12/15/2017","965000","2","Finished","1.75","3","1420","1960","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48758445",1756264,"1908","10/30/2017","1604000","2","Partially finished","3.0","3","2700","5227","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"119907248",1485799,"2013","06/09/2017","1340000","4","Finished","3.0","3","2150","2044","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48795560",1337204,"1913","07/14/2017","1230000","2","Finished","2.1","4","2090","2613","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48795575",1147918,"1906","10/12/2017","1175000","2","Finished","2.0","3","2053","3200","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48818700",1161885,"1907","08/14/2017","1040000","2","Finished","3.0","3","2190","2400","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48818689",1451028,"1907","08/18/2017","1325000","3","Finished","2.5","3","1990","3600","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48818687",1767240,"1907","06/18/2017","1600000","3","Finished","3.0","5","2500","3959","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48690000",931097,"1905","12/12/2017","840000","2","Finished","1.0","2","1730","3920","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48690076",1349148,"1924","06/22/2017","1200000","2","Partially finished","1.1","3","2160","4356","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48690267",971371,"1911","10/31/2017","826000","4","Finished","1.5","2","1570","3500","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48820684",1330120,"1924","06/01/2017","1165000","2","Finished","1.5","2","2130","6534","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48820652",1665105,"1923","08/28/2017","1497000","2","Finished","1.75","3","2620","3789","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48818631",1188137,"1908","07/03/2017","1050000","2","Finished","2.0","4","2380","3484","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48818504",1243432,"1926","09/22/2017","1006000","3","Finished","3.0","3","2270","4486","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48818700",1161885,"1907","08/14/2017","1040000","3","Finished","3.0","3","2190","2400","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48879061",1249151,"1921","08/10/2017","3562800","2","Finished","1.5","2","1700","3833","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48749453",1390023,"1923","02/21/2018","1325000","2","Partially finished","2.0","3","2740","6098","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"62901992",1717340,"2004","06/30/2017","1525000","2","Finished","2.0","4","2290","1911","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"247769152",1547057,"2017","08/04/2017","1375000","2","Partially finished","3.5","4","2590","2264","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"68475122",1469333,"2005","11/09/2017","1350000","4","Finished","3.0","3","2080","1742","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"70583383",1140515,"2006","05/04/2018","1075000","2","Finished","4.0","3","1665","1533","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"84759320",1364149,"2008","09/27/2017","1405000","2","Finished","3.0","3","1760","1306","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48780312",1602512,"2017","08/04/2017","1375000","3","Finished","3.1","4","2494","2178","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48753384",1408796,"2008","04/12/2018","1386000","3","Finished","4.0","3","1870","2212","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"247769412",718948,"2017","07/18/2017","634902","2","Finished","1.5","2","1190","1060","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"247769501",766589,"2017","07/20/2017","680000","2","Partially finished","1.5","2","1310","1245","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"243720256",1567921,"2017","11/09/2017","1419500","4","Finished","2.5","3","2000","1292","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"63925716",927515,"2004","07/14/2017","888888","2","Finished","2.0","3","1540","974","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48981685",929975,"1928","05/09/2018","850000","2","Finished","1.0","3","1990","3201","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48689873",921225,"1919","04/06/2018","903000","3","Finished","1.0","2","2180","2613","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"2091549880",997121,"2018","02/27/2018","1145000","3","Finished","2.0","2","1587","801","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"68475122",1469333,"2005","11/09/2017","1350000","2","Partially finished","3.0","3","2080","1742","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"2091082257",1044065,"2017","11/20/2017","1042000","4","Finished","2.0","2","1504","801","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48689873",921225,"1919","04/06/2018","903000","2","Finished","1.0","2","2180","2613","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48780312",1602512,"2017","08/04/2017","1375000","2","Finished","3.1","4","2494","2178","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"247769501",766589,"2017","07/20/2017","680000","3","Finished","1.5","2","1310","1245","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"247769412",718948,"2017","07/18/2017","634902","3","Finished","1.5","2","1190","1060","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48689845",984203,"1901","08/18/2017","860000","2","Finished","2.0","3","2080","3000","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"63925716",927515,"2004","07/14/2017","888888","2","Finished","2.0","3","1540","974","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48981701",1552757,"1913","08/28/2017","1419000","3","Finished","2.0","4","2680","3049","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"84755631",900925,"2008","07/21/2017","810000","2","Finished","1.1","3","1424","1306","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"243720256",1567921,"2017","11/09/2017","1419500","2","Partially finished","2.5","3","2000","1292","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48930667",1279699,"1907","10/26/2017","1167000","4","Finished","2.0","3","2060","2400","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"80260616",867853,"2007","07/19/2017","750000","2","Finished","2.0","2","1873","1050","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"49013461",1693159,"1919","11/15/2017","1540000","2","Finished","3.0","4","3580","4281","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48690268",964272,"1906","10/31/2017","900000","2","Finished","1.0","3","1520","3500","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48879037",1436207,"1925","01/25/2018","1080000","2","Finished","1.5","4","2270","4004","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"49013456",1546394,"1921","06/30/2017","1365000","4","Finished","2.5","4","2211","3898","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"62901992",1717340,"2004","06/30/2017","1525000","2","Finished","2.0","4","2290","1911","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48689845",984203,"1901","08/18/2017","860000","2","Finished","2.0","3","2080","3000","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48981685",929975,"1928","05/09/2018","850000","2","Finished","1.0","3","1990","3201","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48901475",1833735,"1923","08/23/2017","1635000","2","Partially finished","1.5","4","3170","5150","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"247768215",1586993,"2017","07/03/2017","1398500","2","Finished","2.5","3","2000","1502","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48781018",1522732,"1918","06/12/2017","1220000","2","Finished","3.0","4","2910","4791","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48963686",1144882,"1918","04/13/2018","1110000","3","Finished","3.0","4","2290","2561","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48963498",2502359,"1985","11/17/2017","2132000","3","Finished","4.0","5","3730","6969","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48780989",1320297,"1924","10/10/2017","1214000","2","Partially finished","2.0","4","2970","4356","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48818689",1451028,"1907","08/18/2017","1325000","2","Finished","2.5","3","1990","3600","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"48818687",1767240,"1907","06/18/2017","1600000","2","Finished","3.0","5","2500","3959","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48953619",1021829,"1909","12/15/2017","965000","2","Finished","1.75","3","1420","1960","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48930431",873673,"1906","06/23/2017","772500","3","Finished","2.0","2","1640","1742","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"2118503465",696962,"1960","06/22/2017","445000","2","Partially finished","1.0","2","637","600","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"61679133",761250,"1928","02/28/2018","735000","4","Finished","1.0","2","1010","710","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"49127337",1838639,"2008","09/07/2017","1660000","2","Finished","4.0","3","3180","2813","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"49127356",823476,"2002","08/15/2017","735000","2","Partially finished","1.1","2","1070","1306","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"62901992",1717340,"2004","06/30/2017","1525000","4","Finished","2.0","4","2290","1911","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"2091082257",1044065,"2017","11/20/2017","1042000","2","Finished","2.0","2","1504","801","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"84756839",972826,"2008","09/28/2017","875000","2","Finished","3.0","3","1700","1267","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48689873",921225,"1919","04/06/2018","903000","2","Finished","1.0","2","2180","2613","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"70585183",978010,"2008","02/23/2018","961200","3","Finished","3.0","3","1616","871","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"49127336",1776398,"2008","03/16/2018","1712000","3","Finished","3.0","3","3180","2613","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48842337",1889383,"1921","01/17/2018","1715000","2","Finished","4.0","5","4200","5518","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"241741651",1070571,"2015","02/16/2018","1024000","2","Finished","2.5","3","1710","1474","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48963698",1411607,"2017","09/19/2017","1479950","2","Finished","3.0","3","2121","1502","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
"48879037",1436207,"1925","01/25/2018","1080000","3","Finished","1.5","4","2270","4004","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"48690025",920145,"1913","12/01/2017","850000","3","Finished","1.0","4","1860","3600","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"50884620",1294546,"1960","11/10/2017","1675000","2","Partially finished","2.0","2","1500","1306","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48879058",932956,"1928","08/31/2017","839000","4","Finished","2.0","4","1340","5749","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"48820684",1330120,"1924","06/01/2017","1165000","2","Finished","1.5","2","2130","6534","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48820652",1665105,"1923","08/28/2017","1497000","2","Partially finished","1.75","3","2620","3789","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"241741651",1070571,"2015","02/16/2018","1024000","2","Finished","2.5","3","1710","1474","SingleFamily","Composition","Territorial","Garage - Attached, Off-street","Gas","Forced air"
"49022088",1889605,"1991","06/30/2017","1650000","2","Finished","2.5","2","2095","8445","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"48780991",1281871,"1910","10/11/2017","1091000","3","Finished","2.0","4","2600","3920","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48690317",1619618,"1924","11/06/2017","1489000","2","Finished","3.0","3","3120","3920","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"49013448",1637746,"1988","05/11/2018","1400000","2","Partially finished","3.0","4","3361","3998","SingleFamily","Composition","Mountain","Garage - Attached","Electric, Oil","Forced air"
"48776068",879123,"1926","09/22/2017","880000","4","Finished","2.0","2","1475","3230","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric, Gas","Radiant"
"49127337",1838639,"2008","09/07/2017","1660000","2","Finished","4.0","3","3180","2813","SingleFamily","Composition","Territorial","Off-street","Gas","Forced air, Radiant"
"61768005",838906,"1928","08/10/2017","750000","3","Finished","1.0","2","1150","871","SingleFamily","Composition","City, Mountain, Water","Garage - Attached","Electric","Forced air, Radiant"
"89208813",989336,"2008","02/23/2018","961200","3","Finished","2.5","3","1300","863","Townhouse","Other","City, Mountain, Water","Garage - Attached","Electric, Gas","Forced air"
"48689958",1056742,"1904","06/28/2017","940000","2","Finished","2.0","3","1190","3600","SingleFamily","Metal","Water","Garage - Attached","Electric, Gas","Forced air"
"48981720",2082752,"1954","01/05/2018","546000","2","Finished","1.5","3","1850","9240","SingleFamily","Asphalt","City, Mountain, Territorial","Garage - Attached","Gas","Forced air"
